unique_staying_id,study_id,location_id,staying_time_start,staying_time_end,staying_day_of_week,staying_time_of_day,staying_count_surveyor,staying_conditions,staying_microclimate,staying_temperature,staying_row_total,staying_group_size,staying_race_ethnicity,staying_gender,staying_age,standing,leaning,sitting_formal_all,sitting_formal_public,sitting_formal_public_fixed_bench,sitting_formal_public_fixed_wall_with_seats,sitting_formal_public_movable_seat,sitting_formal_commercial,sitting_formal_private,sitting_informal,lying,staying_mobility_assist,commercial_all,commercial_selling,commercial_selling_informal,commercial_buying,commercial_observing,eating_drinking,talking_to_others,smoking,cultural,recreation_active,recreation_passive,waiting_transportation,working_civic,disruptive,disruptive_aggressive,disruptive_intoxicated,living_public,using_electronics,soliciting,staying_covid_mask,staying_covid_social_distance,taking_care_child,feeding_child,staying_notes
7817,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Female,45-64,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,Scooter
7818,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,2,A,Female,15-24,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
7819,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,2,A,Female,15-24,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
7820,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,45-64,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
7821,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7822,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,3,B,Female,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7823,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,3,B,Female,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7824,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,3,B,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7825,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,45-64,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7826,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Female,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,
7827,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,45-64,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,
7828,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,A,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
7829,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,45-64,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
7830,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
7831,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
7832,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
7833,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7834,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7835,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
7836,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
7837,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,
7838,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,A,Male,45-64,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,
7839,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
7840,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,65+,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
7841,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
7842,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
7843,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
7844,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Female,25-44,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
7845,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,2,U,Male,25-44,,,,,,,,,,1,,,,,,,,1,1,,,,,1,,,,,,,,,,,,
7846,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,2,U,Female,25-44,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,
7847,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,A,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
7848,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
7849,2019_Yesler_Crescent,PIO6,05/23/2019 11:50:00 AM,05/23/2019 12:10:00 PM,Thursday,Midday,SDOT,,,,1,1,A,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
7850,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,A,Male,45-64,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,Reading
7851,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Male,25-44,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
7852,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,25-44,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,
7853,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sleeping
7854,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sleeping
7855,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,65+,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,With dog
7856,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,45-64,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7857,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7858,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7859,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,45-64,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7860,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7861,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,U,Male,45-64,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sleeping/active rec
7862,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,2,B,Male,25-44,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7863,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7864,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Female,25-44,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7865,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,2,A,Male,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,Food truck employees
7866,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,2,L,Male,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,Food truck employees
7867,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7868,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7869,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Female,45-64,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
7870,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Female,45-64,1,,1,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
7871,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Female,25-44,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7872,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,25-44,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,Sleeping
7873,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,45-64,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7874,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,1,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,
7875,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,1,,,,,,,,,,,,1,1,,,,,1,,1,,,,,,,,,,,,,,,
7876,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,65+,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
7877,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,U,Male,45-64,,,1,,1,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,With bike
7878,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,45-64,1,,1,,1,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,
7879,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
7880,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Female,45-64,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7881,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Male,45-64,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7882,2019_Yesler_Crescent,PIO16,05/23/2019 11:40:00 AM,05/23/2019 12:00:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Male,45-64,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7883,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7884,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7885,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7886,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,45-64,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7887,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,45-64,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7888,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,45-64,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7889,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7890,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,With skateboard
7891,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Female,15-24,1,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7892,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Male,45-64,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,
7893,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Male,45-64,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7894,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,2,B,Female,25-44,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
7895,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Female,25-44,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
7896,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,2,L,Female,25-44,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,
7897,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,2,L,Female,45-64,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7898,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,A,Female,25-44,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,
7899,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,2,A,Male,,1,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,Food truck people
7900,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,2,L,Male,,1,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,Food truck people
7901,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,45-64,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
7902,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,65+,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,
7903,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Female,65+,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7904,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,A,Female,15-24,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
7905,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,6,W,Female,15-24,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
7906,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,6,W,Female,15-24,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
7907,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,6,W,Male,15-24,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,
7908,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,6,B,Male,15-24,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
7909,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,6,B,Female,15-24,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
7910,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,6,W,Female,15-24,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
7911,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,L,Male,45-64,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
7912,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Male,25-44,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
7913,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Male,25-44,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,
7914,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Female,45-64,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,
7915,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,A,Male,25-44,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
7916,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Male,45-64,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7917,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Female,45-64,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7918,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Other_Unsure,65+,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
7919,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,1,A,Male,45-64,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
7920,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,4,B,Male,45-64,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7921,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,4,W,Female,45-64,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
7922,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,4,B,Male,45-64,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7923,2019_Yesler_Crescent,PIO16,05/23/2019 12:25:00 PM,05/23/2019 12:45:00 PM,Thursday,Midday,SDOT,,,,1,4,B,Male,45-64,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7924,2019_Yesler_Crescent,PIO15,05/23/2019 12:00:00 PM,05/23/2019 12:20:00 PM,Thursday,Midday,SDOT,,,,1,1,U,Male,45-64,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Sleeping
7925,2019_Yesler_Crescent,PIO15,05/23/2019 12:00:00 PM,05/23/2019 12:20:00 PM,Thursday,Midday,SDOT,,,,1,1,L,Male,45-64,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sleeping
7926,2019_Yesler_Crescent,PIO15,05/23/2019 12:00:00 PM,05/23/2019 12:20:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Male,25-44,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7927,2019_Yesler_Crescent,PIO15,05/23/2019 12:00:00 PM,05/23/2019 12:20:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Female,25-44,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
